Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1,Brenden Aaronson,"FW,MF",Leeds United,25-016,2000,10,7,638,7.1,1,0,1,1,0,0,1,0,1.6,1.6,1.2,2.9,17,20,36,0.14,0,0.14,0.14,0.14,0.23,0.17,0.4,0.23,0.4
2,Joshua Acheampong,DF,Chelsea,19-186,2006,5,4,349,3.9,1,0,1,1,0,0,0,0,0.6,0.6,0,0.6,4,11,0,0.26,0,0.26,0.26,0.26,0.16,0,0.16,0.16,0.16
3,Tyler Adams,MF,Bournemouth,26-266,1999,10,10,862,9.6,1,1,2,1,0,0,4,0,0.4,0.4,0.1,0.5,5,40,6,0.1,0.1,0.21,0.1,0.21,0.04,0.01,0.05,0.04,0.05
4,Tosin Adarabioyo,DF,Chelsea,28-044,1997,7,3,381,4.2,0,0,0,0,0,0,1,0,0,0,0,0,2,15,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
5,Simon Adingra,FW,Sunderland,23-310,2002,6,4,273,3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,6,2,33,0,0,0,0,0,0.05,0.2,0.24,0.05,0.24
6,Amine Adli,"FW,MF",Bournemouth,25-181,2000,7,1,189,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,5,19,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13
7,Emmanuel Agbadou,DF,Wolves,28-143,1997,8,6,561,6.2,0,0,0,0,0,0,0,1,0.4,0.4,0.1,0.5,3,26,5,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
8,Nayef Aguerd,DF,West Ham,29-222,1996,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,9,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
9,Ola Aina,DF,Nott'ham Forest,29-030,1996,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0.1,0.2,5,11,8,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
10,Rayan Ait-Nouri,DF,Manchester City,24-154,2001,4,3,203,2.3,0,0,0,0,0,0,1,0,0,0,0.2,0.2,7,7,8,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11
11,Kristoffer Ajer,DF,Brentford,27-204,1998,7,4,389,4.3,0,1,1,0,0,0,0,0,0.5,0.5,0.7,1.2,6,15,6,0,0.23,0.23,0,0.23,0.12,0.16,0.27,0.12,0.27
12,Nathan Ake,DF,Manchester City,30-262,1995,5,1,205,2.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,20,2,0,0,0,0,0,0.12,0.04,0.16,0.12,0.16
13,Carlos Alcaraz,"FW,MF",Everton,22-342,2002,8,2,247,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,2,5,13,0,0,0,0,0,0.08,0.01,0.1,0.08,0.1
14,Omar Alderete,DF,Sunderland,28-316,1996,8,7,668,7.4,1,1,2,1,0,0,1,0,0.6,0.6,0.1,0.7,10,31,2,0.13,0.13,0.27,0.13,0.27,0.08,0.01,0.09,0.08,0.09
15,Alisson,GK,Liverpool,33-036,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16,Ethan Ampadu,MF,Leeds United,25-054,2000,8,8,697,7.7,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,11,29,7,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
17,Joachim Andersen,DF,Fulham,29-160,1996,9,9,761,8.5,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,7,33,4,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14
18,Elliot Anderson,MF,Nott'ham Forest,23-001,2002,10,10,900,10,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.4,13,89,27,0,0.1,0.1,0,0.1,0.08,0.17,0.24,0.08,0.24
19,Andre,MF,Wolves,24-114,2001,10,7,615,6.8,0,0,0,0,0,0,2,0,0,0,0.1,0.1,7,25,3,0,0,0,0,0,0,0.01,0.02,0,0.02
20,Jaidon Anthony,"MF,FW",Burnley,25-341,1999,10,10,806,9,4,1,5,4,0,0,3,0,2.1,2.1,0.4,2.5,19,12,38,0.45,0.11,0.56,0.45,0.56,0.24,0.04,0.28,0.24,0.28
21,Alphonse Areola,GK,West Ham,32-253,1993,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Jhon Arias,FW,Wolves,28-047,1997,10,7,547,6.1,0,0,0,0,0,0,0,0,1,1,0.5,1.5,9,19,30,0,0,0,0,0,0.17,0.07,0.25,0.17,0.25
23,Harrison Armstrong,FW,Everton,18-292,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Tolu Arokodare,FW,Wolves,24-349,2000,7,2,211,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,3,0,10,0,0,0,0,0,0.18,0.06,0.24,0.18,0.24
25,Taiwo Awoniyi,FW,Nott'ham Forest,28-087,1997,3,1,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,1,4,0,0,0,0,0,0.16,0.13,0.29,0.16,0.29
26,Yasin Ayari,MF,Brighton,22-032,2003,10,8,782,8.7,1,0,1,1,0,0,0,0,1,1,0.3,1.3,8,30,13,0.12,0,0.12,0.12,0.12,0.11,0.03,0.14,0.11,0.14
27,Benoit Badiashile,DF,Chelsea,24-226,2001,2,1,66,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
28,Dilane Bakwa,"FW,MF",Nott'ham Forest,23-073,2002,4,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,9,22,0,0,0,0,0,0.07,0.2,0.27,0.07,0.27
29,Carlos Baleba,MF,Brighton,21-308,2004,10,9,571,6.3,0,0,0,0,0,0,3,0,0.1,0.1,0,0.2,6,10,7,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
30,Daniel Ballard,DF,Sunderland,26-046,1999,8,5,492,5.5,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,2,13,2,0.18,0,0.18,0.18,0.18,0.16,0.13,0.28,0.16,0.28
31,Ross Barkley,MF,Aston Villa,31-337,1993,4,0,65,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,3,6,3,0,0,0,0,0,0.3,0.06,0.37,0.3,0.37
32,Ashley Barnes,FW,Burnley,36-008,1989,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,Harvey Barnes,FW,Newcastle Utd,27-333,1997,10,3,394,4.4,0,0,0,0,0,0,0,0,1,1,0.8,1.8,17,16,44,0,0,0,0,0,0.22,0.19,0.41,0.22,0.41
34,Thierno Barry,FW,Everton,23-017,2002,10,3,308,3.4,0,0,0,0,0,0,1,0,1,1,0,1,2,2,19,0,0,0,0,0,0.29,0.01,0.3,0.29,0.3
35,Calvin Bassey,DF,Fulham,25-311,1999,10,9,819,9.1,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,11,23,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02
36,Altay Bay?nd?r,GK,Manchester Utd,27-207,1998,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
37,Jean-Ricner Bellegarde,"MF,FW",Wolves,27-133,1998,9,5,408,4.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,18,26,14,0,0,0,0,0,0.07,0.07,0.14,0.07,0.14
38,Rodrigo Bentancur,MF,Tottenham,28-135,1997,9,8,645,7.2,1,1,2,1,0,0,1,0,0.3,0.3,0.5,0.9,3,27,13,0.14,0.14,0.28,0.14,0.28,0.05,0.07,0.12,0.05,0.12
39,Sander Berge,MF,Fulham,27-266,1998,10,10,868,9.6,0,0,0,0,0,0,2,0,0.6,0.6,0.5,1,13,48,5,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11
40,Lucas Bergvall,"MF,FW",Tottenham,19-278,2006,9,5,413,4.6,1,1,2,1,0,0,1,0,0.6,0.6,0.3,0.8,9,20,24,0.22,0.22,0.44,0.22,0.44,0.12,0.06,0.18,0.12,0.18
41,Beto,FW,Everton,27-280,1998,10,7,597,6.6,1,0,1,1,0,0,1,0,3.9,3.9,0.4,4.3,2,2,27,0.15,0,0.15,0.15,0.15,0.59,0.06,0.65,0.59,0.65
42,Jaka Bijol,DF,Leeds United,26-275,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0.04,0.04,0,0.04
43,Marco Bizot,GK,Aston Villa,34-242,1991,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Oscar Bobb,"MF,FW",Manchester City,22-118,2003,8,5,454,5,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1,16,17,52,0,0.2,0.2,0,0.2,0.07,0.13,0.2,0.07,0.2
45,Lamare Bogarde,MF,Aston Villa,21-306,2004,6,3,281,3.1,0,0,0,0,0,0,1,0,0,0,0,0,3,8,2,0,0,0,0,0,0,0.01,0.01,0,0.01
46,Jayden Bogle,DF,Leeds United,25-103,2000,10,10,868,9.6,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,22,24,43,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
47,Sven Botman,DF,Newcastle Utd,25-299,2000,8,7,552,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,1,19,2,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11
48,Jarrod Bowen,"FW,MF",West Ham,28-322,1996,10,10,900,10,3,1,4,3,0,0,0,0,1.3,1.3,1.8,3.1,32,20,76,0.3,0.1,0.4,0.3,0.4,0.13,0.18,0.31,0.13,0.31
49,Conor Bradley,DF,Liverpool,22-121,2003,8,6,448,5,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,16,22,21,0,0,0,0,0,0.02,0,0.02,0.02,0.02
50,Brian Brobbey,FW,Sunderland,23-279,2002,5,0,84,0.9,0,1,1,0,0,0,0,0,0,0,0.1,0.1,2,2,3,0,1.07,1.07,0,1.07,0,0.12,0.12,0,0.12
51,Armando Broja,FW,Burnley,24-058,2001,4,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
52,David Brooks,"FW,MF",Bournemouth,28-122,1997,9,7,537,6,0,1,1,0,0,0,3,0,1,1,1.5,2.5,17,18,56,0,0.17,0.17,0,0.17,0.16,0.26,0.42,0.16,0.42
53,Jacob Bruun Larsen,"FW,MF",Burnley,27-049,1998,8,4,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,7,7,29,0,0.23,0.23,0,0.23,0.03,0.14,0.17,0.03,0.17
54,Emi Buendia,"FW,MF",Aston Villa,28-317,1996,8,3,357,4,2,2,4,2,0,0,2,0,0.7,0.7,0.5,1.2,12,24,13,0.5,0.5,1.01,0.5,1.01,0.18,0.12,0.3,0.18,0.3
55,Hugo Bueno,"DF,MF",Wolves,23-050,2002,10,7,704,7.8,0,0,0,0,0,0,1,0,0.2,0.2,1,1.2,27,20,48,0,0,0,0,0,0.03,0.13,0.15,0.03,0.15
56,Santiago Bueno,DF,Wolves,26-363,1998,7,6,575,6.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.9,4,21,1,0.16,0,0.16,0.16,0.16,0.13,0.01,0.13,0.13,0.13
57,Facundo Buonanotte,MF,Chelsea,20-319,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,5,0,0,0,0,0,0,0.51,0.51,0,0.51
58,Dan Burn,DF,Newcastle Utd,33-182,1992,10,10,900,10,0,1,1,0,0,0,3,0,0.1,0.1,0.1,0.2,3,31,19,0,0.1,0.1,0,0.1,0.01,0.01,0.02,0.01,0.02
59,Bradley Burrowes,DF,Aston Villa,17-248,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
60,Sam Byram,DF,Leeds United,32-052,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Moises Caicedo,MF,Chelsea,24-005,2001,10,9,855,9.5,3,1,4,3,0,0,1,0,0.6,0.6,0.9,1.5,8,54,6,0.32,0.11,0.42,0.32,0.42,0.06,0.1,0.15,0.06,0.15
62,Tom Cairney,MF,Fulham,34-291,1991,7,1,203,2.3,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,2,14,3,0,0,0,0,0,0.18,0.02,0.2,0.18,0.2
63,Riccardo Calafiori,DF,Arsenal,23-172,2002,10,10,766,8.5,1,2,3,1,0,0,3,0,2,2,0.5,2.5,19,32,37,0.12,0.23,0.35,0.12,0.35,0.23,0.06,0.29,0.23,0.29
64,Dominic Calvert-Lewin,FW,Leeds United,28-236,1997,8,7,597,6.6,1,0,1,1,0,0,0,0,1.8,1.8,0.9,2.7,6,7,29,0.15,0,0.15,0.15,0.15,0.27,0.14,0.41,0.27,0.41
65,Jaydee Canvot,DF,Crystal Palace,19-101,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Fabio Carvalho,"FW,MF",Brentford,23-069,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,2,2,6,0.88,0,0.88,0.88,0.88,0.62,0,0.62,0.62,0.62
67,Casemiro,MF,Manchester Utd,33-257,1992,9,8,543,6,3,1,4,3,0,0,5,1,1.3,1.3,0.7,2,1,29,9,0.5,0.17,0.66,0.5,0.66,0.22,0.11,0.33,0.22,0.33
68,Matty Cash,DF,Aston Villa,28-092,1997,10,10,876,9.7,2,0,2,2,0,0,3,0,0.2,0.2,0.7,0.9,15,38,44,0.21,0,0.21,0.21,0.21,0.02,0.07,0.09,0.02,0.09
69,Timothy Castagne,"DF,FW",Fulham,29-337,1995,7,5,398,4.4,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,5,9,20,0,0,0,0,0,0.1,0.04,0.13,0.1,0.13
70,Trevoh Chalobah,DF,Chelsea,26-125,1999,9,9,750,8.3,2,0,2,2,0,0,2,1,0.7,0.7,0.1,0.8,9,30,0,0.24,0,0.24,0.24,0.24,0.09,0.01,0.1,0.09,0.1
71,Rayan Cherki,"MF,FW",Manchester City,22-082,2003,5,2,164,1.8,1,2,3,1,0,0,0,0,0.5,0.5,1.6,2.1,5,13,8,0.55,1.1,1.65,0.55,1.65,0.28,0.87,1.15,0.28,1.15
72,Federico Chiesa,"FW,MF",Liverpool,28-013,1997,7,0,117,1.3,2,1,3,2,0,0,1,0,0.9,0.9,0.9,1.8,3,6,11,1.54,0.77,2.31,1.54,2.31,0.66,0.71,1.38,0.66,1.38
73,Ryan Christie,MF,Bournemouth,30-258,1995,8,1,206,2.3,1,0,1,1,0,0,1,0,0.8,0.8,0,0.9,4,13,6,0.44,0,0.44,0.44,0.44,0.37,0.01,0.38,0.37,0.38
74,Samuel Chukwueze,"FW,MF",Fulham,26-169,1999,3,0,49,0.5,0,1,1,0,0,0,0,0,0.6,0.6,0.5,1,4,2,8,0,1.84,1.84,0,1.84,1.07,0.83,1.91,1.07,1.91
75,Nathaniel Clyne,DF,Crystal Palace,34-216,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Seamus Coleman,FW,Everton,37-027,1988,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Nathan Collins,DF,Brentford,24-191,2001,10,10,900,10,0,0,0,0,0,0,4,0,0.3,0.3,0.5,0.8,2,19,1,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08
78,Lewis Cook,"DF,MF",Bournemouth,28-277,1997,4,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,5,0,0,0,0,0,0,0,0.13,0.13,0,0.13
79,Diego Coppola,DF,Brighton,21-314,2003,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
80,Marc Cucurella,DF,Chelsea,27-108,1998,10,9,806,9,0,2,2,0,0,0,2,0,0.4,0.4,1.5,1.9,15,37,31,0,0.22,0.22,0,0.22,0.04,0.17,0.21,0.04,0.21
81,Jorge Cuenca,DF,Fulham,25-355,1999,3,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
82,Josh Cullen,MF,Burnley,29-214,1996,10,10,852,9.5,1,1,2,1,0,0,1,0,0.2,0.2,0.8,1,2,46,6,0.11,0.11,0.21,0.11,0.21,0.02,0.08,0.11,0.02,0.11
83,Jair Cunha,DF,Nott'ham Forest,20-245,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,Matheus Cunha,"MF,FW",Manchester Utd,26-164,1999,9,7,612,6.8,1,0,1,1,0,0,0,0,1.5,1.5,0.6,2.2,19,25,30,0.15,0,0.15,0.15,0.15,0.23,0.09,0.32,0.23,0.32
85,Diogo Dalot,DF,Manchester Utd,26-234,1999,8,7,583,6.5,0,1,1,0,0,0,0,0,0.1,0.1,1,1.1,16,15,40,0,0.15,0.15,0,0.15,0.01,0.16,0.17,0.01,0.17
86,Mikkel Damsgaard,MF,Brentford,25-127,2000,8,8,633,7,1,1,2,1,0,0,0,0,0.5,0.5,1.4,1.9,15,33,28,0.14,0.14,0.28,0.14,0.28,0.07,0.2,0.28,0.07,0.28
87,Kevin Danso,DF,Tottenham,27-049,1998,6,3,257,2.9,0,0,0,0,0,0,2,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
88,Karl Darlow,GK,Leeds United,35-030,1990,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,Maxim De Cuyper,DF,Brighton,24-320,2000,8,5,409,4.5,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.1,4,19,13,0.22,0,0.22,0.22,0.22,0.16,0.08,0.24,0.16,0.24
90,Liam Delap,FW,Chelsea,22-272,2003,3,2,92,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,3,4,0,0,0,0,0,0.22,0,0.22,0.22,0.22
91,Sepp van den Berg,DF,Brentford,23-322,2001,10,10,900,10,0,0,0,0,0,0,0,0,1,1,0.1,1.1,4,18,6,0,0,0,0,0,0.1,0.01,0.11,0.1,0.11
92,Justin Devenny,"MF,FW",Crystal Palace,22-027,2003,8,1,162,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,5,9,0,0,0,0,0,0.24,0.07,0.3,0.24,0.3
93,Kiernan Dewsbury-Hall,MF,Everton,27-062,1998,9,9,797,8.9,1,1,2,1,0,0,5,0,0.7,0.7,2.3,3,12,46,35,0.11,0.11,0.23,0.11,0.23,0.08,0.26,0.34,0.08,0.34
94,Bafod Diakit,DF,Bournemouth,24-305,2001,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,21,2,0,0,0,0,0,0,0.02,0.02,0,0.02
95,Amad Diallo,"DF,MF",Manchester Utd,23-119,2002,9,8,664,7.4,1,1,2,1,0,0,1,0,2.1,2.1,1.2,3.3,40,32,61,0.14,0.14,0.27,0.14,0.27,0.28,0.17,0.45,0.28,0.45
96,Habib Diarra,MF,Sunderland,21-308,2004,4,4,345,3.8,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,10,13,17,0,0,0,0,0,0.15,0.01,0.16,0.15,0.16
97,Ruben Dias,DF,Manchester City,28-177,1997,10,9,816,9.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,9,30,0,0,0,0,0,0,0.01,0,0.02,0.01,0.02
98,Tyler Dibling,FW,Everton,19-240,2006,4,1,65,0.7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0
99,Lucas Digne,DF,Aston Villa,32-110,1993,10,9,728,8.1,0,2,2,0,0,0,2,0,0.3,0.3,0.7,1,10,17,56,0,0.25,0.25,0,0.25,0.04,0.09,0.13,0.04,0.13
100,Issa Diop,DF,Fulham,28-302,1997,3,2,224,2.5,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
101,El Hadji Malick Diouf,DF,West Ham,20-314,2004,10,9,855,9.5,0,3,3,0,0,0,1,0,0.2,0.2,0.7,1,13,28,42,0,0.32,0.32,0,0.32,0.02,0.08,0.1,0.02,0.1
102,Matt Doherty,DF,Wolves,33-295,1992,4,4,291,3.2,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,1,9,3,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
103,Jeremy Doku,"MF,FW",Manchester City,23-164,2002,10,6,548,6.1,0,3,3,0,0,0,0,0,0.9,0.9,3.5,4.4,63,29,71,0,0.49,0.49,0,0.49,0.15,0.57,0.72,0.15,0.72
104,Nicolas Domenguez,"MF,FW",Nott'ham Forest,27-132,1998,2,1,53,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0.04,0.04,0,0.04
105,Gianluigi Donnarumma,GK,Manchester City,26-255,1999,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Patrick Dorgu,DF,Manchester Utd,21-012,2004,9,5,547,6.1,0,1,1,0,0,0,3,0,0.5,0.5,0.9,1.4,18,8,45,0,0.16,0.16,0,0.16,0.09,0.15,0.24,0.09,0.24
107,Max Dowman,FW,Arsenal,15-311,2009,2,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,0,6,0,0,0,0,0,0.43,0,0.43,0.43,0.43
108,Martin Dobravka,GK,Burnley,36-296,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Lewis Dunk,DF,Brighton,33-351,1991,10,10,900,10,0,0,0,0,0,0,3,0,0.6,0.6,0,0.6,5,34,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06
110,Odsonne Odouard,FW,Crystal Palace,27-295,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Marcus Edwards,"MF,FW",Burnley,26-339,1998,2,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,2,0,0,0,0,0,0.36,0,0.36,0.36,0.36
112,Hjalmar Ekdal,DF,Burnley,27-017,1998,7,6,533,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,0,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06
113,Hugo Ekitike,FW,Liverpool,23-140,2002,9,7,577,6.4,3,1,4,3,0,0,0,0,2.3,2.3,0.4,2.8,10,10,32,0.47,0.16,0.62,0.47,0.62,0.37,0.07,0.43,0.37,0.43
114,Anthony Elanga,"FW,MF",Newcastle Utd,23-194,2002,10,4,403,4.5,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.4,17,7,61,0,0,0,0,0,0.18,0.14,0.31,0.18,0.31
115,Harvey Elliott,"MF,FW",Liverpool,22-217,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,Harvey Elliott,"MF,FW",Aston Villa,22-217,2003,3,1,98,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,5,11,0,0,0,0,0,0.17,0,0.17,0.17,0.17
117,Wataru Endo,"MF,DF",Liverpool,32-271,1993,4,0,39,0.4,0,1,1,0,0,0,1,0,0,0,0.1,0.1,2,1,0,0,2.31,2.31,0,2.31,0,0.25,0.25,0,0.25
118,Romain Esse,FW,Crystal Palace,20-178,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
119,Maxime Esteve,DF,Burnley,23-165,2002,10,10,891,9.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,20,1,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
120,Evanilson,FW,Bournemouth,26-032,1999,8,7,645,7.2,1,0,1,1,0,0,1,0,1.3,1.3,0.8,2,4,7,21,0.14,0,0.14,0.14,0.14,0.18,0.11,0.28,0.18,0.28
121,Eberechi Eze,"MF,FW",Arsenal,27-131,1998,8,6,531,5.9,1,2,3,1,0,0,0,0,1.3,1.3,0.8,2.1,14,29,33,0.17,0.34,0.51,0.17,0.51,0.22,0.13,0.35,0.22,0.35
122,Eberechi Eze,MF,Crystal Palace,27-131,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,2,0,0,0,0,0,0.26,0,0.26,0.26,0.26
123,Bruno Fernandes,MF,Manchester Utd,31-060,1994,10,10,890,9.9,2,2,4,1,1,3,2,0,4.4,2,2.2,4.2,15,80,29,0.2,0.2,0.4,0.1,0.3,0.45,0.22,0.67,0.21,0.43
124,Mateus Fernandes,"MF,FW",West Ham,21-120,2004,8,7,553,6.1,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,9,20,10,0.16,0.16,0.33,0.16,0.33,0.08,0.11,0.19,0.08,0.19
125,Enzo Fernandez,MF,Chelsea,24-294,2001,9,9,798,8.9,3,1,4,2,1,1,2,0,4.4,3.6,2,5.6,12,67,39,0.34,0.11,0.45,0.23,0.34,0.49,0.23,0.72,0.4,0.63
126,Zian Flemming,"FW,MF",Burnley,27-098,1998,7,3,277,3.1,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1.1,1,1,12,0.65,0,0.65,0.65,0.65,0.3,0.06,0.36,0.3,0.36
127,Phil Foden,MF,Manchester City,25-163,2000,8,7,622,6.9,1,1,2,1,0,0,3,0,1.1,1.1,1.2,2.3,13,32,37,0.14,0.14,0.29,0.14,0.29,0.16,0.17,0.34,0.16,0.34
128,Wesley Fofana,DF,Chelsea,24-325,2000,4,3,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0
129,Lyle Foster,FW,Burnley,25-065,2000,8,7,579,6.4,2,1,3,2,0,0,2,0,1.3,1.3,0.7,2,7,6,32,0.31,0.16,0.47,0.31,0.47,0.21,0.1,0.31,0.21,0.31
130,Jeremie Frimpong,"DF,MF",Liverpool,24-332,2000,4,1,86,1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,3,10,0,0,0,0,0,0.08,0.31,0.39,0.08,0.39
131,Niclas Fullkrug,FW,West Ham,32-271,1993,6,5,379,4.2,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.3,1,5,15,0,0,0,0,0,0.19,0.13,0.32,0.19,0.32
132,Cody Gakpo,"FW,MF",Liverpool,26-184,1999,10,9,794,8.8,3,2,5,3,0,0,0,0,2.9,2.9,2.9,5.8,37,30,94,0.34,0.23,0.57,0.34,0.57,0.33,0.33,0.66,0.33,0.66
